ENSG00000000003 TSPAN6
ENSG00000263311 RP11.498D10.8
ENSG00000263312 RP11.459C13.1
ENSG00000263316 RP11.530N7.3
ENSG00000263321 RP11.388C12.5
ENSG00000263327 TAPT1.AS1
ENSG00000263331 CTC.508F8.1
ENSG00000263335 AF001548.5
ENSG00000263338 RP11.235E17.3
ENSG00000263343 RP11.388M20.7
ENSG00000263345 RP1.59D14.5
ENSG00000263365 AC123788.1
ENSG00000263366 ABHD17AP5
ENSG00000263370 RP11.68I3.5
ENSG00000263393 RP11.53I6.4
ENSG00000263400 TMEM220.AS1
ENSG00000263407 MIR4660
ENSG00000263412 RP5.890E16.2
ENSG00000263413 MIR4538
ENSG00000263422 AC005702.1
ENSG00000263425 AC131011.1
ENSG00000263432 RN7SL689P
ENSG00000263438 RP11.202D1.3
ENSG00000263441 AC012181.1
ENSG00000263465 SRSF8
ENSG00000263466 RP1.56K13.2
ENSG00000263470 RP11.160O5.1
ENSG00000263477 RP11.338L22.2
ENSG00000263482 ANTXRLP1
ENSG00000263497 AC241585.1
ENSG00000263499 RP11.118E18.4
ENSG00000263503 RP11.707O23.5
ENSG00000263508 RP11.963H4.3
ENSG00000263513 FAM72C
ENSG00000263528 IKBKE
ENSG00000263531 RP13.753N3.1
ENSG00000263535 AK4P1
ENSG00000263558 RN7SL716P
ENSG00000263563 UBBP4
ENSG00000263577 AL160291.1
ENSG00000263583 MIR4522
ENSG00000263586 HID1.AS1
ENSG00000263597 MIR3936
ENSG00000263603 CTD.2349P21.5
ENSG00000263606 RP11.737O24.3
ENSG00000263608 RN7SL353P
ENSG00000263624 RP11.45M22.3
ENSG00000263627 PPP4R1.AS1
ENSG00000263645 AL079339.1
ENSG00000263648 RP11.471L13.3
ENSG00000263651 AC139451.1
ENSG00000263657 RP11.82O19.1
ENSG00000263660 AC087793.1
ENSG00000263667 RP3.416J7.4
ENSG00000263669 RN7SL470P
ENSG00000263672 RN7SL750P
ENSG00000263678 AC072031.1
ENSG00000263691 AL355885.1
ENSG00000263708 RP11.85B7.4
ENSG00000263709 RP11.321A17.4
ENSG00000263711 RP11.169F17.1
ENSG00000263718 RP11.285E9.6
ENSG00000263727 RP11.806L2.5
ENSG00000263731 RP11.498C9.15
ENSG00000263751 AC246787.1
ENSG00000263753 LINC00667
ENSG00000263755 RN7SL498P
ENSG00000263759 AC122714.1
ENSG00000263766 RP11.580I16.2
ENSG00000263768 AC060226.1
ENSG00000263774 AC017104.1
ENSG00000263781 RP11.321A17.3
ENSG00000263786 RP11.649A18.4
ENSG00000263787 RP11.456D7.1
ENSG00000263809 RP11.849F2.7
ENSG00000263812 LINC00908
ENSG00000263813 MIR3679
ENSG00000263815 RN7SL426P
ENSG00000263816 MIR548AW
ENSG00000263818 CTD.2206N4.4
ENSG00000263823 RP11.326K13.4
ENSG00000263826 RP11.573D15.9
ENSG00000263828 MIR4439
ENSG00000263829 FAM60BP
ENSG00000263838 MIR4698
ENSG00000263843 RP11.649A18.12
ENSG00000263846 CIAPIN1P
ENSG00000263847 RP11.143J12.3
ENSG00000263853 AC139530.1
ENSG00000263855 AC105081.1
ENSG00000263862 LINC01543
ENSG00000263868 AL139319.1
ENSG00000263874 LINC00672
ENSG00000263882 RN7SL774P
ENSG00000263883 EEF1DP7
ENSG00000263884 RP11.705O1.8
ENSG00000263893 CTD.3010D24.3
ENSG00000263895 RP11.110H1.9
ENSG00000263904 RP11.344B2.3
ENSG00000263909 MIR5000
ENSG00000263913 AC004812.1
ENSG00000263916 RP11.110H1.4
ENSG00000263921 AC013737.1
ENSG00000263923 RP11.571L19.7
ENSG00000263924 RP11.210K20.2
ENSG00000263927 AC099759.1
ENSG00000263933 AL365502.1
ENSG00000263935 TOMM20P3
ENSG00000263938 RP11.579O24.3
ENSG00000263940 RN7SL275P
ENSG00000263941 RN7SL32P
ENSG00000263952 RP11.513M1.1
ENSG00000263955 RN7SL850P
ENSG00000263956 NBPF11
ENSG00000263960 AC007773.1
ENSG00000263961 C1orf186
ENSG00000263968 RN7SL381P
ENSG00000263969 RN7SL678P
ENSG00000263974 RN7SL121P
ENSG00000263990 CTC.542B22.2
ENSG00000263995 AC011499.1
ENSG00000264006 AKR1C8P
ENSG00000264007 RP11.68I3.10
ENSG00000264017 RN7SL336P
ENSG00000264028 RN7SL744P
ENSG00000264031 ABHD15.AS1
ENSG00000264032 MIR4491
ENSG00000264038 AC091132.2
ENSG00000264040 RP11.29O13.1
ENSG00000264041 RN7SL670P
ENSG00000264044 RP11.192H23.7
ENSG00000264047 RN7SL455P
ENSG00000264057 RP11.583F2.1
ENSG00000264062 AC131012.1
ENSG00000264070 DND1P1
ENSG00000264071 RN7SL531P
ENSG00000264076 AL158040.1
ENSG00000264078 RP11.73M7.9
ENSG00000264083 RP11.227G15.9
ENSG00000264092 RN7SL474P
ENSG00000264095 AP000560.1
ENSG00000264107 RP11.848P1.5
ENSG00000264112 RP11.159D12.2
ENSG00000264113 RN7SL784P
ENSG00000264130 AC110794.1
ENSG00000264134 AL121893.1
ENSG00000264135 AC104306.2
ENSG00000264138 RP11.20B24.3
ENSG00000264141 MIR3928
ENSG00000264142 AC114969.1
ENSG00000264148 RP11.848P1.7
ENSG00000264149 RP11.268I9.3
ENSG00000264150 RP11.715F3.1
ENSG00000264155 AC090015.1
ENSG00000264173 MIR3175
ENSG00000264176 MAGOH2P
ENSG00000264177 RP1.37N7.1
ENSG00000264179 RP11.672L10.5
ENSG00000264183 AC091038.1
ENSG00000264186 SNRPCP4
ENSG00000264187 RP11.45M22.4
ENSG00000264188 RP11.13N13.5
ENSG00000264190 MIR5006
ENSG00000264203 AC092377.1
ENSG00000264204 AGAP7P
ENSG00000264207 RP11.196G18.23
ENSG00000264209 AC134772.1
ENSG00000264215 RP11.283C24.1
ENSG00000264217 RPL35AP25
ENSG00000264219 MIR4442
ENSG00000264222 RP11.757O6.1
ENSG00000264224 AC004655.1
ENSG00000264226 MIR3168
ENSG00000264229 RNU4ATAC
ENSG00000264235 RP13.270P17.1
ENSG00000264243 RP11.6N17.1
ENSG00000264247 LINC00909
ENSG00000264251 RN7SL819P
ENSG00000264268 MIR4767
ENSG00000264269 RP11.15F12.1
ENSG00000264272 CTD.2514K5.4
ENSG00000264273 CTD.2145A24.4
ENSG00000264275 RN7SL753P
ENSG00000264277 AC011073.1
ENSG00000264278 RP11.162A12.2
ENSG00000264279 MIR4786
ENSG00000264281 CTD.2031P19.4
ENSG00000264283 AC025300.1
ENSG00000264290 RP11.68I3.4
ENSG00000264296 RP11.116K4.1
ENSG00000264304 RP11.20B24.7
ENSG00000264306 AC104304.1
ENSG00000264311 CCDC58P1
ENSG00000264317 RN7SL154P
ENSG00000264322 RN7SL448P
ENSG00000264342 MIR3660
ENSG00000264344 AP000936.2
ENSG00000264349 MIR4258
ENSG00000264350 SNRPGP2
ENSG00000264352 RN7SL602P
ENSG00000264354 MIR3134
ENSG00000264364 DYNLL2
ENSG00000264371 MIR4425
ENSG00000264380 AL590113.1
ENSG00000264400 RN7SL491P
ENSG00000264404 LINC00864
ENSG00000264408 MIR4470
ENSG00000264423 RN7SL718P
ENSG00000264435 RP11.338L22.3
ENSG00000264443 RP4.594I10.3
ENSG00000264448 RP3.388N13.5
ENSG00000264451 RP11.433M22.2
ENSG00000264456 RP11.848P1.2
ENSG00000264458 RP11.220C2.1
ENSG00000264464 RP11.110H1.8
ENSG00000264468 MIR4520.1
ENSG00000264484 RN7SL697P
ENSG00000264493 MIR4298
ENSG00000264496 AC108218.1
ENSG00000264513 RP11.556O9.2
ENSG00000264519 RN7SL596P
ENSG00000264520 RP4.777O23.2
ENSG00000264522 OTUD7B
ENSG00000264535 AC093788.1
ENSG00000264538 SUZ12P1
ENSG00000264540 RN7SL405P
ENSG00000264546 RP11.464D20.6
ENSG00000264548 RP13.516M14.2
ENSG00000264551 AC099791.1
ENSG00000264569 RP13.650J16.1
ENSG00000264573 RN7SL15P
ENSG00000264575 LINC00526
ENSG00000264577 AC010761.8
ENSG00000264582 RN7SL326P
ENSG00000264585 MIR4449
ENSG00000264592 RN7SL131P
ENSG00000264599 AC124074.1
ENSG00000264607 MIR3173
ENSG00000264608 RP11.192H23.8
ENSG00000264609 AL603910.1
ENSG00000264614 MIR5588
ENSG00000264615 RN7SL592P
ENSG00000264616 MIR4755
ENSG00000264618 RN7SL732P
ENSG00000264630 PRKCA.AS1
ENSG00000264635 RP11.769O8.3
ENSG00000264638 MIR3152
ENSG00000264647 RP11.68I3.7
ENSG00000264659 CTD.2006K23.2
ENSG00000264663 KRT8P34
ENSG00000264666 RP11.524F11.2
ENSG00000264671 AP006477.1
ENSG00000264672 SEPT4.AS1
ENSG00000264675 MIR4285
ENSG00000264676 RN7SL204P
ENSG00000264677 AL355490.1
ENSG00000264687 AL050335.1
ENSG00000264707 L3MBTL4.AS1
ENSG00000264721 AC104592.1
ENSG00000264726 AL162711.1
ENSG00000264727 RP11.680C21.1
ENSG00000264733 MIR4718
ENSG00000264735 RP11.498C9.17
ENSG00000264736 BDP1P
ENSG00000264739 RP11.138I1.2
ENSG00000264741 MIR4505
ENSG00000264743 DPRXP4
ENSG00000264745 TTC39C.AS1
ENSG00000264767 RN7SL237P
ENSG00000264772 RP11.186B7.4
ENSG00000264775 PPIAP14
ENSG00000264779 AC107871.1
ENSG00000264799 AC245036.1
ENSG00000264808 RP11.802D6.1
ENSG00000264809 Metazoa_SRP.10
ENSG00000264812 RP13.20L14.4
ENSG00000264824 MIR5571
ENSG00000264829 RP11.474I11.8
ENSG00000264840 RN7SL404P
ENSG00000264845 RP11.465I4.3
ENSG00000264853 RP11.16C1.2
ENSG00000264855 AL590763.1
ENSG00000264857 MIR5696
ENSG00000264860 RP11.143K11.5
ENSG00000264862 RN7SL45P
ENSG00000264864 MIR3613
ENSG00000264888 AL121753.1
ENSG00000264895 RP11.421E14.2
ENSG00000264906 MIR4494
ENSG00000264910 RN7SL525P
ENSG00000264911 RP11.107K17.2
ENSG00000264916 RN7SL230P
ENSG00000264918 AC005229.1
ENSG00000264920 RP11.6N17.4
ENSG00000264928 AC118463.1
ENSG00000264932 CTD.2104P17.2
ENSG00000264933 RN7SL190P
ENSG00000264934 MIR4265
ENSG00000264937 AC100830.5
ENSG00000264943 SH3GL1P2
ENSG00000264952 AC004000.1
ENSG00000264953 AC093602.1
ENSG00000264954 RP11.214C8.2
ENSG00000264957 AL109805.1
ENSG00000264963 RN7SL440P
ENSG00000264966 MIR5094
ENSG00000264968 RP11.387H17.4
ENSG00000264971 PRR13P4
ENSG00000264982 RP11.344B2.2
ENSG00000264994 SNORD92
ENSG00000265008 RP11.53I6.3
ENSG00000265010 RP11.661C3.2
ENSG00000265012 AC120104.1
ENSG00000265018 CTGLF12P
ENSG00000265024 AC073089.1
ENSG00000265033 RN7SL262P
ENSG00000265038 PMM2P1
ENSG00000265042 AL137800.1
ENSG00000265052 RN7SL622P
ENSG00000265055 AC145343.2
ENSG00000265057 MIR4765
ENSG00000265062 AL133228.1
ENSG00000265068 AL591377.1
ENSG00000265078 RN7SL664P
ENSG00000265086 AC006534.2
ENSG00000265087 MIR4761
ENSG00000265091 RP11.835E18.5
ENSG00000265093 RN7SL246P
ENSG00000265094 RP11.178F10.1
ENSG00000265098 AC100828.1
ENSG00000265100 RP11.147L13.2
ENSG00000265102 MIR3942
ENSG00000265112 MIR3153
ENSG00000265113 RP11.70O5.2
ENSG00000265115 RP11.31I22.2
ENSG00000265118 CTD.2370N5.3
ENSG00000265121 RP11.285E9.5
ENSG00000265123 RN7SL200P
ENSG00000265125 RP11.31I22.3
ENSG00000265136 RP13.638C3.6
ENSG00000265142 MIR133A1HG
ENSG00000265148 BZRAP1.AS1
ENSG00000265158 LRRC37A7P
ENSG00000265182 SRP72P1
ENSG00000265185 SNORD3B.1
ENSG00000265194 RP11.70L8.4
ENSG00000265195 MIR4312
ENSG00000265205 AC010761.13
ENSG00000265206 RP5.1171I10.5
ENSG00000265215 MIR4269
ENSG00000265217 RP11.775G23.1
ENSG00000265218 RP11.927P21.1
ENSG00000265222 RP11.466A19.8
ENSG00000265225 AL118525.1
ENSG00000265241 RBM8A
ENSG00000265253 MIR4446
ENSG00000265260 RN7SL74P
ENSG00000265261 RP11.162A12.3
ENSG00000265262 TRMT112P3
ENSG00000265272 RN7SL693P
ENSG00000265282 RP11.269G24.4
ENSG00000265289 AC104984.4
ENSG00000265293 ARGFXP2
ENSG00000265298 RP13.104F24.3
ENSG00000265311 AL020993.1
ENSG00000265315 RN7SL199P
ENSG00000265334 CTD.2349P21.11
ENSG00000265339 AC011477.1
ENSG00000265342 RP11.16C1.1
ENSG00000265344 AP001992.1
ENSG00000265345 MIR5188
ENSG00000265352 RP11.723G8.2
ENSG00000265354 TIMM23
ENSG00000265356 RP11.17M24.1
ENSG00000265357 MIR4493
ENSG00000265364 AC010323.1
ENSG00000265366 GLUD1P7
ENSG00000265368 MIR4476
ENSG00000265386 RN7SL219P
ENSG00000265388 RN7SL391P
ENSG00000265390 MIR4999
ENSG00000265394 RP11.1148O4.2
ENSG00000265396 MIR3128
ENSG00000265399 RP13.270P17.2
ENSG00000265400 RP11.471L13.2
ENSG00000265404 AC099796.1
ENSG00000265415 CTD.2510F5.4
ENSG00000265417 RP11.288C17.1
ENSG00000265421 MIR4459
ENSG00000265429 AC017074.3
ENSG00000265433 MIR4447
ENSG00000265437 RP11.757O6.4
ENSG00000265439 RN7SL811P
ENSG00000265442 MIR3941
ENSG00000265451 RP11.204L24.2
ENSG00000265452 MIR3682
ENSG00000265458 RP13.20L14.6
ENSG00000265460 RP11.690G19.4
ENSG00000265462 MIR3680.1
ENSG00000265467 AC090559.1
ENSG00000265478 CTD.2145A24.5
ENSG00000265479 DTX2P1.UPK3BP1.PMS2P11
ENSG00000265480 KRT18P55
ENSG00000265487 RP11.793A3.1
ENSG00000265489 RP11.1090M7.1
ENSG00000265490 RP11.806L2.6
ENSG00000265491 RNF115
ENSG00000265494 RP11.131K5.2
ENSG00000265496 MIR1539
ENSG00000265501 AC005549.2
ENSG00000265503 MIR1269B
ENSG00000265510 MIR4436A
ENSG00000265517 AC246787.3
ENSG00000265520 MIR548V
ENSG00000265521 MIR5697
ENSG00000265527 MIR5690
ENSG00000265530 AL121594.1
ENSG00000265535 RN7SL475P
ENSG00000265541 H3F3BP2
ENSG00000265542 RP11.60A24.3
ENSG00000265545 RP11.183C12.1
ENSG00000265550 AC097382.1
ENSG00000265555 RP11.638L3.3
ENSG00000265559 RN7SL652P
ENSG00000265561 AC025458.1
ENSG00000265565 MIR3143
ENSG00000265566 RN7SL605P
ENSG00000265574 WDR45BP1
ENSG00000265582 AL034553.1
ENSG00000265589 AL359753.1
ENSG00000265592 RN7SL92P
ENSG00000265599 MIR4471
ENSG00000265600 AC006480.1
ENSG00000265612 MIR4539
ENSG00000265621 AC013476.1
ENSG00000265623 MIR3139
ENSG00000265625 RP11.68I3.11
ENSG00000265626 AC139085.2
ENSG00000265627 AC093807.1
ENSG00000265630 GLUD1P8
ENSG00000265631 BNIP3P3
ENSG00000265642 AL034375.1
ENSG00000265645 AC092038.2
ENSG00000265646 TUFMP1
ENSG00000265647 AL358815.1
ENSG00000265648 RN7SL279P
ENSG00000265650 AC012627.1
ENSG00000265653 MIR548AK
ENSG00000265656 RP11.13N13.6
ENSG00000265662 AL354981.1
ENSG00000265665 AC008391.1
ENSG00000265666 RARA.AS1
ENSG00000265681 RPL17
ENSG00000265683 RP11.173M1.5
ENSG00000265684 RN7SL378P
ENSG00000265688 MAFG.AS1
ENSG00000265692 RP13.516M14.4
ENSG00000265713 RP11.82O19.2
ENSG00000265714 AC246787.4
ENSG00000265717 RP11.94B19.7
ENSG00000265724 MIR4284
ENSG00000265725 MIR3144
ENSG00000265727 RN7SL648P
ENSG00000265728 RP11.883A18.3
ENSG00000265733 SNORA74.2
ENSG00000265737 RP11.1157N2__B.2
ENSG00000265739 RP11.354P11.3
ENSG00000265749 RP11.849F2.5
ENSG00000265753 RN7SL444P
ENSG00000265759 AC020934.1
ENSG00000265763 ZNF488
ENSG00000265787 CYP4F35P
ENSG00000265791 CTD.2349P21.10
ENSG00000265798 RP11.271K11.5
ENSG00000265799 RP11.387H17.6
ENSG00000265800 RP11.649A18.5
ENSG00000265801 RP11.720N19.2
ENSG00000265802 RN7SL49P
ENSG00000265806 MIR4292
ENSG00000265808 SEC22B
ENSG00000265814 RN7SL376P
ENSG00000265828 MIR3939
ENSG00000265845 RP11.20B24.5
ENSG00000265856 AL133153.1
ENSG00000265863 RP11.805L22.2
ENSG00000265866 AC067805.1
ENSG00000265879 MIR4748
ENSG00000265882 RN7SL73P
ENSG00000265905 RN7SL96P
ENSG00000265907 RP11.737O24.2
ENSG00000265908 RP11.20B24.6
ENSG00000265912 RP11.583F2.2
ENSG00000265929 MIR5195
ENSG00000265933 LINC00668
ENSG00000265936 RP11.563H6.1
ENSG00000265942 RN7SL577P
ENSG00000265943 RP11.739L10.1
ENSG00000265957 MIR4319
ENSG00000265972 TXNIP
ENSG00000265980 CTD.2515C13.2
ENSG00000265982 RP11.927P21.4
ENSG00000265987 RP11.16C1.3
ENSG00000265995 RP11.736G13.1
ENSG00000265996 MIR3671
ENSG00000266014 RP11.94B19.2
ENSG00000266017 MIR4477A
ENSG00000266028 SRGAP2
ENSG00000266032 AL357515.1
ENSG00000266036 RP11.452I5.2
ENSG00000266044 MIR4469
ENSG00000266049 RP11.703M24.5
ENSG00000266053 NDUFV2.AS1
ENSG00000266058 AC084010.1
ENSG00000266066 POLRMTP1
ENSG00000266071 MIR3617
ENSG00000266074 BAHCC1
ENSG00000266075 RN7SL574P
ENSG00000266079 SNORA59B
ENSG00000266083 AC138965.1
ENSG00000266088 RP5.1028K7.2
ENSG00000266094 RASSF5
ENSG00000266100 RP11.118E18.2
ENSG00000266108 AC236972.1
ENSG00000266111 RP11.296K13.4
ENSG00000266120 RP11.354P11.2
ENSG00000266126 RP11.209D14.4
ENSG00000266145 RHOT1P1
ENSG00000266160 RN7SL612P
ENSG00000266171 RP11.769O8.1
ENSG00000266173 STRADA
ENSG00000266176 RP11.855A2.5
ENSG00000266183 AL662800.2
ENSG00000266184 RP11.552O4.2
ENSG00000266185 RN7SL804P
ENSG00000266188 MIR5095
ENSG00000266190 RP11.218F4.2
ENSG00000266194 MIR4661
ENSG00000266203 MIR5585
ENSG00000266206 MIR3926.2
ENSG00000266209 AC005783.1
ENSG00000266222 RP11.433M22.1
ENSG00000266226 MIR4323
ENSG00000266232 MIR3178
ENSG00000266235 MIR3176
ENSG00000266236 NARF.IT1
ENSG00000266237 RP11.25D3.1
ENSG00000266240 MIR5091
ENSG00000266244 AC079340.1
ENSG00000266245 MIR4644
ENSG00000266251 COX6CP3
ENSG00000266252 AL031768.1
ENSG00000266256 LINC00683
ENSG00000266258 RP11.41O4.1
ENSG00000266261 RP11.640I15.1
ENSG00000266265 KLF14
ENSG00000266269 AC002395.1
ENSG00000266270 MIR5096
ENSG00000266282 UBL5P2
ENSG00000266289 RP11.1C8.6
ENSG00000266290 RP11.159D12.10
ENSG00000266294 AL136380.1
ENSG00000266297 MIR744
ENSG00000266308 RN7SL510P
ENSG00000266313 RP11.173M1.4
ENSG00000266315 MIR4668
ENSG00000266338 NBPF15
ENSG00000266354 MIR4776.2
ENSG00000266355 AL117334.1
ENSG00000266356 RP11.578C11.2
ENSG00000266368 RP11.1096G20.5
ENSG00000266371 RP11.142O6.1
ENSG00000266378 RP11.214O1.3
ENSG00000266385 RP11.227G15.8
ENSG00000266397 RP11.737O24.1
ENSG00000266402 SNHG25
ENSG00000266405 CBX3P2
ENSG00000266412 NCOA4
ENSG00000266417 MIR4424
ENSG00000266423 MIR3163
ENSG00000266433 TBC1D3P5
ENSG00000266443 AC099778.1
ENSG00000266445 RP13.991F5.2
ENSG00000266446 RP11.149I2.4
ENSG00000266449 MIR3713
ENSG00000266456 RP11.806L2.2
ENSG00000266457 AC026318.1
ENSG00000266467 RN7SL220P
ENSG00000266469 CTB.131K11.1
ENSG00000266472 MRPS21
ENSG00000266473 RP11.401F2.3
ENSG00000266479 CTD.2515C13.1
ENSG00000266483 AC010311.1
ENSG00000266490 CTD.2349P21.9
ENSG00000266491 AC109335.1
ENSG00000266498 RP11.45M22.5
ENSG00000266499 AC008536.1
ENSG00000266501 RP11.766H1.1
ENSG00000266503 RN7SL162P
ENSG00000266507 MIR4479
ENSG00000266524 GDF10
ENSG00000266527 RP11.138P22.1
ENSG00000266537 SPDYE22P
ENSG00000266538 RP11.385D13.3
ENSG00000266539 AC078889.1
ENSG00000266541 RP11.881L2.1
ENSG00000266559 MIR4530
ENSG00000266563 EIF1P5
ENSG00000266569 RN7SL377P
ENSG00000266573 RP11.449D8.5
ENSG00000266575 BOLA2P1
ENSG00000266589 MIR4512
ENSG00000266591 AC022537.1
ENSG00000266594 MIR4766
ENSG00000266598 RP11.583F2.5
ENSG00000266599 RP11.466A19.3
ENSG00000266601 RP11.6N17.3
ENSG00000266611 MIR4703
ENSG00000266617 MIR3692
ENSG00000266621 AC104841.1
ENSG00000266625 AC084859.1
ENSG00000266627 RN7SL202P
ENSG00000266631 AC006116.1
ENSG00000266640 MIR4754
ENSG00000266644 RP11.927P21.2
ENSG00000266651 RP11.138I1.3
ENSG00000266654 RP11.1376P16.1
ENSG00000266656 AC104066.1
ENSG00000266667 RP11.849N15.4
ENSG00000266677 RP11.258F1.1
ENSG00000266680 RP5.1148A21.3
ENSG00000266696 RP11.30L3.2
ENSG00000266705 MIR4437
ENSG00000266706 AC246787.5
ENSG00000266708 RP11.661O13.1
ENSG00000266714 MYO15B
ENSG00000266717 RP11.855A2.3
ENSG00000266718 RP11.466A19.1
ENSG00000266721 MIR5695
ENSG00000266729 DSG1.AS1
ENSG00000266738 MIR4757
ENSG00000266740 MIR4708
ENSG00000266744 RP11.131K5.1
ENSG00000266758 MIR3680.2
ENSG00000266770 RN7SL619P
ENSG00000266772 AC211469.1
ENSG00000266776 MIR4646
ENSG00000266777 SH3GL1P1
ENSG00000266783 RP11.715F3.2
ENSG00000266801 RP11.521L9.2
ENSG00000266802 MIR4419A
ENSG00000266804 AC234063.1
ENSG00000266805 RP11.61L19.1
ENSG00000266818 RP11.454P7.1
ENSG00000266821 RP11.6N17.2
ENSG00000266824 RP11.599B13.7
ENSG00000266826 CTD.2200P10.1
ENSG00000266832 AL445464.1
ENSG00000266835 GAPLINC
ENSG00000266844 RP11.862L9.3
ENSG00000266846 RP11.793A3.2
ENSG00000266849 AC083906.2
ENSG00000266850 RP11.370A5.1
ENSG00000266852 MIR4482
ENSG00000266854 AP003096.1
ENSG00000266862 AC004595.1
ENSG00000266865 RP11.848P1.9
ENSG00000266876 RP11.1148O4.1
ENSG00000266877 RP1.41C23.1
ENSG00000266881 AL353662.1
ENSG00000266891 RP11.692N5.2
ENSG00000266893 AC005616.1
ENSG00000266896 RP1.266L20.9
ENSG00000266897 AC005546.2
ENSG00000266900 RP11.173A16.2
ENSG00000266903 CTB.171A8.1
ENSG00000266904 CTC.559E9.1
ENSG00000266910 CTC.448F2.6
ENSG00000266912 CTC.325H20.2
ENSG00000266913 CTC.548K16.2
ENSG00000266916 ZNF793.AS1
ENSG00000266918 RP11.798G7.8
ENSG00000266921 RP11.15A1.7
ENSG00000266922 CTC.499B15.6
ENSG00000266932 AC006116.13
ENSG00000266933 AC005775.2
ENSG00000266936 CTC.215O4.4
ENSG00000266941 AC104532.3
ENSG00000266943 RP11.15E18.2
ENSG00000266944 AC005262.4
ENSG00000266946 MRPL37P1
ENSG00000266947 RP11.799D4.4
ENSG00000266955 RP11.820I16.3
ENSG00000266957 RP11.49K24.4
ENSG00000266959 AC005786.3
ENSG00000266963 AC005625.1
ENSG00000266964 FXYD1
ENSG00000266965 RP11.712P20.2
ENSG00000266967 AARSD1
ENSG00000266969 RP11.773H22.4
ENSG00000266970 RP11.806H10.4
ENSG00000266973 CTD.3162L10.3
ENSG00000266975 FARSA.AS1
ENSG00000266976 AC079466.1
ENSG00000266978 CTD.2369P2.5
ENSG00000266979 LINC01180
ENSG00000266983 CTC.232P5.1
ENSG00000266984 POLR3GP2
ENSG00000266987 RP11.354P11.8
ENSG00000266988 RP11.749H17.1
ENSG00000266989 FTLP5
ENSG00000266990 LLNLR.284B4.2
ENSG00000266993 RP4.657D16.3
ENSG00000266994 RP11.127I20.7
ENSG00000267000 RP11.27G24.3
ENSG00000267002 RP11.242D8.1
ENSG00000267004 CTD.2659N19.4
ENSG00000267005 AC002984.2
ENSG00000267006 CTC.448F2.4
ENSG00000267009 RP11.120M18.2
ENSG00000267011 CTB.50L17.16
ENSG00000267016 RP11.75C10.9
ENSG00000267023 LRRC37A16P
ENSG00000267024 CTD.2588C8.8
ENSG00000267033 CTD.2562J15.4
ENSG00000267034 RP11.384O8.1
ENSG00000267035 RP11.1094M14.10
ENSG00000267039 RP11.58G13.1
ENSG00000267040 RP11.35G9.3
ENSG00000267041 ZNF850
ENSG00000267042 CTD.3193K9.4
ENSG00000267044 AC005757.6
ENSG00000267049 AC002398.13
ENSG00000267054 CTD.2540B15.10
ENSG00000267055 RP11.486P11.1
ENSG00000267056 AC005336.4
ENSG00000267057 RP11.456O19.2
ENSG00000267058 RP11.15A1.3
ENSG00000267060 PTGES3L
ENSG00000267063 AC006130.3
ENSG00000267064 UXT.AS1
ENSG00000267065 CTD.2246P4.1
ENSG00000267066 RP11.866E20.1
ENSG00000267070 RP11.10K17.6
ENSG00000267074 RP11.1094M14.5
ENSG00000267076 CCDC58P3
ENSG00000267079 RP11.820I16.1
ENSG00000267080 ASB16.AS1
ENSG00000267082 CTC.510F12.2
ENSG00000267083 KRT18P61
ENSG00000267084 RP11.666A8.11
ENSG00000267088 RP11.115N12.1
ENSG00000267089 CTC.499B15.8
ENSG00000267092 CTB.25B13.9
ENSG00000267095 CTD.2319I12.5
ENSG00000267096 CTD.2537I9.13
ENSG00000267097 SLC14A2.AS1
ENSG00000267100 ILF3.AS1
ENSG00000267101 RP11.846C15.2
ENSG00000267102 RP11.686D22.7
ENSG00000267106 ZNF561.AS1
ENSG00000267107 PCAT19
ENSG00000267113 AF038458.4
ENSG00000267114 CTB.129P6.11
ENSG00000267117 AC010525.4
ENSG00000267119 RPL10P15
ENSG00000267121 CTD.2020K17.1
ENSG00000267122 AC004490.1
ENSG00000267123 CTD.2357A8.3
ENSG00000267127 RP11.795F19.5
ENSG00000267132 HMGB3P27
ENSG00000267136 RP11.53B2.3
ENSG00000267138 AC005954.3
ENSG00000267141 CTB.31O20.8
ENSG00000267142 CTD.3162L10.5
ENSG00000267147 CTC.548K16.1
ENSG00000267152 CTD.2528L19.6
ENSG00000267156 TPMTP1
ENSG00000267159 AC005391.2
ENSG00000267160 RP11.1072C15.4
ENSG00000267162 SDHDP1
ENSG00000267163 AC084219.3
ENSG00000267166 RP11.527L4.5
ENSG00000267169 CTB.55O6.12
ENSG00000267174 CTC.510F12.4
ENSG00000267179 CTD.2006C1.13
ENSG00000267184 RP1.200G19.1
ENSG00000267185 PTP4A2P1
ENSG00000267189 ATP5LP7
ENSG00000267191 RP11.15A1.2
ENSG00000267192 AC006116.12
ENSG00000267194 RP1.193H18.2
ENSG00000267197 CTC.429L19.3
ENSG00000267198 RP11.798G7.6
ENSG00000267199 RP11.861E21.2
ENSG00000267201 AC005624.2
ENSG00000267203 SNRPGP4
ENSG00000267205 AC005954.4
ENSG00000267212 CTD.2659N19.9
ENSG00000267213 AC007773.2
ENSG00000267214 CTC.265F19.3
ENSG00000267215 RP11.685A21.1
ENSG00000267216 AC010642.1
ENSG00000267218 AC005336.5
ENSG00000267219 AC010504.2
ENSG00000267222 RP11.194N12.2
